date,heartrate
2025-02-25 14:11:17 +0100,112.0
2025-02-25 14:11:22 +0100,110.0
2025-02-25 14:11:27 +0100,111.0
2025-02-25 14:11:32 +0100,110.0
2025-02-25 14:11:37 +0100,110.0
2025-02-25 14:11:45 +0100,109.0
2025-02-25 14:11:51 +0100,111.0
2025-02-25 14:11:56 +0100,112.0
2025-02-25 14:11:57 +0100,111.0
2025-02-25 14:12:03 +0100,118.0
2025-02-25 14:12:07 +0100,121.0
2025-02-25 14:16:34 +0100,72.0
2025-02-25 14:22:04 +0100,69.0
2025-02-25 14:23:07 +0100,79.0
2025-02-25 14:28:10 +0100,74.0
2025-02-25 14:33:44 +0100,85.0
2025-02-25 14:42:10 +0100,68.0
2025-02-25 14:45:03 +0100,84.0
2025-02-25 14:49:37 +0100,57.0
2025-02-25 14:53:19 +0100,59.0
2025-02-25 14:59:37 +0100,77.0
2025-02-25 15:05:53 +0100,96.0
2025-02-25 15:08:39 +0100,94.0
2025-02-25 15:15:53 +0100,94.0
2025-02-25 15:17:49 +0100,88.0
2025-02-25 15:25:01 +0100,86.0
2025-02-25 15:30:01 +0100,67.0
2025-02-25 15:34:35 +0100,65.0
2025-02-25 15:38:56 +0100,65.0
2025-02-25 15:49:53 +0100,111.0
2025-02-25 15:49:58 +0100,111.0
2025-02-25 15:50:00 +0100,111.0
2025-02-25 15:50:06 +0100,116.0
2025-02-25 15:50:09 +0100,116.0
2025-02-25 15:50:14 +0100,117.0
2025-02-25 15:50:22 +0100,116.0
2025-02-25 15:50:24 +0100,116.0
2025-02-25 15:50:33 +0100,122.0
2025-02-25 15:50:37 +0100,124.0
2025-02-25 15:50:43 +0100,119.0
2025-02-25 15:50:45 +0100,120.0
2025-02-25 15:53:20 +0100,149.0
2025-02-25 15:53:25 +0100,150.0
2025-02-25 15:53:28 +0100,149.0
2025-02-25 15:53:31 +0100,147.0
2025-02-25 15:53:40 +0100,147.0
2025-02-25 15:53:42 +0100,149.0
2025-02-25 15:53:46 +0100,150.0
2025-02-25 15:53:54 +0100,149.0
2025-02-25 15:54:00 +0100,136.0
2025-02-25 15:54:05 +0100,132.0
2025-02-25 15:54:09 +0100,132.0
2025-02-25 15:54:14 +0100,125.0
2025-02-25 15:57:19 +0100,81.0
2025-02-25 16:01:58 +0100,86.0
2025-02-25 16:06:06 +0100,82.0
2025-02-25 16:07:54 +0100,84.8065
2025-02-25 16:08:27 +0100,76.0
2025-02-25 16:13:08 +0100,77.0
2025-02-25 16:18:36 +0100,78.0
2025-02-25 16:22:30 +0100,73.0
2025-02-25 16:35:49 +0100,116.0
2025-02-25 16:35:57 +0100,117.0
2025-02-25 16:36:03 +0100,118.0
2025-02-25 16:36:06 +0100,118.0
2025-02-25 16:36:14 +0100,122.0
2025-02-25 16:36:19 +0100,120.0
2025-02-25 16:36:21 +0100,119.0
2025-02-25 16:36:29 +0100,108.0
2025-02-25 16:37:13 +0100,54.0
2025-02-25 16:46:28 +0100,81.0
2025-02-25 16:53:26 +0100,89.0
2025-02-25 17:11:33 +0100,85.0
2025-02-25 17:13:21 +0100,91.0
2025-02-25 17:22:40 +0100,94.0
2025-02-25 17:33:33 +0100,96.0
2025-02-25 17:42:19 +0100,101.0
2025-02-25 17:43:55 +0100,84.0
2025-02-25 17:49:52 +0100,80.0
2025-02-25 17:56:20 +0100,100.0
2025-02-25 17:57:45 +0100,84.0
2025-02-25 18:05:18 +0100,83.9245
2025-02-25 18:05:14 +0100,80.0
2025-02-25 18:09:52 +0100,78.0
2025-02-25 18:15:02 +0100,74.0
2025-02-25 18:20:41 +0100,73.0
2025-02-25 18:25:16 +0100,67.0
2025-02-25 18:29:33 +0100,77.0
2025-02-25 18:42:17 +0100,78.0
2025-02-25 18:44:52 +0100,76.0
2025-02-25 18:48:25 +0100,82.0
2025-02-25 18:53:59 +0100,93.0
2025-02-25 19:01:05 +0100,88.0
2025-02-25 19:04:16 +0100,97.1918
2025-02-25 19:03:40 +0100,95.0
2025-02-25 19:09:10 +0100,91.0
2025-02-25 19:16:58 +0100,87.0
2025-02-25 19:20:36 +0100,82.0
2025-02-25 19:22:35 +0100,85.0
2025-02-25 19:29:49 +0100,92.0
2025-02-25 19:32:39 +0100,92.0
2025-02-25 19:38:53 +0100,83.0
2025-02-25 19:42:52 +0100,77.0
2025-02-25 19:51:48 +0100,81.0
2025-02-25 19:56:08 +0100,79.0
2025-02-25 19:58:41 +0100,67.0
2025-02-25 20:02:45 +0100,77.0
2025-02-25 20:08:47 +0100,65.0
2025-02-25 20:20:25 +0100,139.0
2025-02-25 20:20:28 +0100,138.0
2025-02-25 20:20:32 +0100,131.0
2025-02-25 20:20:38 +0100,133.0
2025-02-25 20:20:59 +0100,139.0
2025-02-25 20:21:34 +0100,137.0
2025-02-25 20:21:36 +0100,138.0
2025-02-25 20:21:43 +0100,139.0
2025-02-25 20:17:57 +0100,78.0
2025-02-25 20:24:18 +0100,114.0
2025-02-25 20:24:25 +0100,121.0
2025-02-25 20:24:33 +0100,123.0
2025-02-25 20:24:36 +0100,123.0
2025-02-25 20:24:42 +0100,121.0
2025-02-25 20:24:47 +0100,120.0
2025-02-25 20:24:50 +0100,120.0
2025-02-25 20:24:57 +0100,119.0
2025-02-25 20:24:59 +0100,120.0
2025-02-25 20:25:05 +0100,121.0
2025-02-25 20:26:43 +0100,130.0
2025-02-25 20:26:48 +0100,128.0
2025-02-25 20:26:50 +0100,127.0
2025-02-25 20:26:54 +0100,125.0
2025-02-25 20:26:59 +0100,125.0
2025-02-25 20:27:04 +0100,124.0
2025-02-25 20:27:09 +0100,124.0
2025-02-25 20:27:15 +0100,123.0
2025-02-25 20:27:23 +0100,125.0
2025-02-25 20:27:25 +0100,126.0
2025-02-25 20:27:32 +0100,127.0
2025-02-25 20:27:34 +0100,127.0
2025-02-25 20:27:39 +0100,128.0
2025-02-25 20:27:47 +0100,131.0
2025-02-25 20:27:52 +0100,131.0
2025-02-25 20:27:57 +0100,133.0
2025-02-25 20:28:00 +0100,133.0
2025-02-25 20:28:06 +0100,134.0
2025-02-25 20:28:09 +0100,134.0
2025-02-25 20:28:14 +0100,134.0
2025-02-25 20:28:23 +0100,136.0
2025-02-25 20:28:24 +0100,136.0
2025-02-25 20:29:59 +0100,103.0
2025-02-25 20:39:32 +0100,121.0
2025-02-25 20:39:36 +0100,138.0
2025-02-25 20:39:41 +0100,138.0
2025-02-25 20:39:44 +0100,138.0
2025-02-25 20:39:49 +0100,137.0
2025-02-25 20:39:56 +0100,138.0
2025-02-25 20:40:00 +0100,138.0
2025-02-25 20:40:03 +0100,138.0
2025-02-25 20:40:11 +0100,139.0
2025-02-25 20:40:14 +0100,139.0
2025-02-25 20:40:18 +0100,140.0
2025-02-25 20:40:26 +0100,140.0
2025-02-25 20:40:32 +0100,140.0
2025-02-25 20:40:33 +0100,139.0
2025-02-25 20:40:38 +0100,138.0
2025-02-25 20:40:47 +0100,135.0
2025-02-25 20:40:48 +0100,135.0
2025-02-25 20:40:56 +0100,137.0
2025-02-25 20:40:58 +0100,137.0
2025-02-25 20:41:03 +0100,137.0
2025-02-25 20:41:12 +0100,133.0
2025-02-25 20:41:16 +0100,132.0
2025-02-25 20:41:18 +0100,132.0
2025-02-25 20:41:27 +0100,130.0
2025-02-25 20:41:32 +0100,130.0
2025-02-25 20:41:36 +0100,130.0
2025-02-25 20:41:38 +0100,131.0
2025-02-25 20:41:47 +0100,130.0
2025-02-25 20:41:51 +0100,130.0
2025-02-25 20:41:57 +0100,127.0
2025-02-25 20:41:58 +0100,127.0
2025-02-25 20:42:04 +0100,129.0
2025-02-25 20:42:10 +0100,127.0
2025-02-25 20:42:14 +0100,127.0
2025-02-25 20:42:18 +0100,127.0
2025-02-25 20:42:26 +0100,126.0
2025-02-25 20:42:29 +0100,125.0
2025-02-25 20:42:34 +0100,124.0
2025-02-25 20:42:38 +0100,125.0
2025-02-25 20:42:43 +0100,124.0
2025-02-25 20:42:51 +0100,125.0
2025-02-25 20:42:53 +0100,125.0
2025-02-25 20:42:58 +0100,125.0
2025-02-25 20:43:04 +0100,125.0
2025-02-25 20:43:09 +0100,125.0
2025-02-25 20:43:17 +0100,125.0
2025-02-25 20:43:19 +0100,125.0
2025-02-25 20:43:35 +0100,125.0
2025-02-25 20:43:38 +0100,125.0
2025-02-25 20:43:43 +0100,125.0
2025-02-25 20:43:52 +0100,126.0
2025-02-25 20:43:53 +0100,126.0
2025-02-25 20:44:36 +0100,128.0
2025-02-25 20:44:42 +0100,127.0
2025-02-25 20:44:53 +0100,127.0
2025-02-25 20:45:08 +0100,126.0
2025-02-25 20:45:53 +0100,124.0
2025-02-25 20:46:00 +0100,123.0
2025-02-25 20:46:06 +0100,124.0
2025-02-25 20:46:08 +0100,124.0
2025-02-25 20:46:17 +0100,125.0
2025-02-25 20:46:47 +0100,127.0
2025-02-25 20:46:48 +0100,127.0
2025-02-25 20:47:02 +0100,128.0
2025-02-25 20:47:12 +0100,128.0
2025-02-25 20:47:36 +0100,117.0
2025-02-25 20:47:41 +0100,117.0
2025-02-25 20:47:43 +0100,117.0
2025-02-25 20:47:52 +0100,116.0
2025-02-25 20:47:58 +0100,110.0
2025-02-25 20:48:07 +0100,108.0
2025-02-25 20:48:18 +0100,107.0
2025-02-25 20:48:26 +0100,104.0
2025-02-25 20:48:32 +0100,105.0
2025-02-25 20:56:22 +0100,80.0
2025-02-25 20:56:41 +0100,83.9447
2025-02-25 20:58:53 +0100,76.0
2025-02-25 21:06:04 +0100,80.0
2025-02-25 21:10:29 +0100,80.0
2025-02-25 21:12:59 +0100,77.0
2025-02-25 21:21:11 +0100,61.0
2025-02-25 21:24:58 +0100,118.0
2025-02-25 21:25:02 +0100,120.0
2025-02-25 21:25:06 +0100,122.0
2025-02-25 21:25:13 +0100,128.0
2025-02-25 21:25:18 +0100,132.0
2025-02-25 21:25:31 +0100,132.0
2025-02-25 21:25:38 +0100,131.0
2025-02-25 21:29:23 +0100,117.0
2025-02-25 21:29:26 +0100,110.0
2025-02-25 21:29:33 +0100,110.0
2025-02-25 21:29:34 +0100,110.0
2025-02-25 21:29:39 +0100,110.0
2025-02-25 21:29:48 +0100,110.0
2025-02-25 21:29:49 +0100,110.0
2025-02-25 21:29:58 +0100,109.0
2025-02-25 21:30:02 +0100,104.0
2025-02-25 21:30:08 +0100,102.0
2025-02-25 21:30:12 +0100,97.0
2025-02-25 21:30:17 +0100,98.0
2025-02-25 21:30:20 +0100,98.0
2025-02-25 21:30:25 +0100,96.0
2025-02-25 21:30:31 +0100,97.0
2025-02-25 21:30:37 +0100,91.0
2025-02-25 21:30:42 +0100,86.0
2025-02-25 21:30:44 +0100,85.0
2025-02-25 21:30:49 +0100,90.0
2025-02-25 21:30:54 +0100,95.0
2025-02-25 21:30:59 +0100,96.0
2025-02-25 21:31:04 +0100,98.0
2025-02-25 21:31:09 +0100,100.0
2025-02-25 21:33:06 +0100,87.0
2025-02-25 21:43:43 +0100,66.0
2025-02-25 21:48:15 +0100,75.0
2025-02-25 21:53:59 +0100,81.0
2025-02-25 22:00:09 +0100,87.0
2025-02-25 22:03:16 +0100,73.0
2025-02-25 22:11:38 +0100,80.0
2025-02-25 22:13:52 +0100,75.0
2025-02-25 22:18:10 +0100,101.0
2025-02-25 22:18:20 +0100,104.0
2025-02-25 22:18:24 +0100,102.0
2025-02-25 22:18:30 +0100,100.0
2025-02-25 22:18:33 +0100,100.0
2025-02-25 22:18:39 +0100,102.0
2025-02-25 22:18:45 +0100,100.0
2025-02-25 22:18:47 +0100,100.0
2025-02-25 22:18:54 +0100,102.0
2025-02-25 22:19:00 +0100,100.0
2025-02-25 22:19:02 +0100,100.0
2025-02-25 22:20:15 +0100,102.0
2025-02-25 22:20:19 +0100,104.0
2025-02-25 22:20:23 +0100,103.0
2025-02-25 22:20:28 +0100,105.0
2025-02-25 22:20:31 +0100,104.0
2025-02-25 22:20:39 +0100,106.0
2025-02-25 22:20:44 +0100,103.0
2025-02-25 22:20:48 +0100,103.0
2025-02-25 22:21:00 +0100,100.0
2025-02-25 22:21:01 +0100,101.0
2025-02-25 22:23:29 +0100,102.0
2025-02-25 22:23:34 +0100,104.0
2025-02-25 22:23:37 +0100,102.0
2025-02-25 22:23:44 +0100,110.0
2025-02-25 22:23:46 +0100,112.0
2025-02-25 22:23:54 +0100,110.0
2025-02-25 22:23:56 +0100,110.0
2025-02-25 22:24:00 +0100,112.0
2025-02-25 22:24:09 +0100,115.0
2025-02-25 22:24:14 +0100,115.0
2025-02-25 22:25:44 +0100,79.0
2025-02-25 22:28:10 +0100,86.0
2025-02-25 22:32:44 +0100,80.0
2025-02-25 22:43:56 +0100,89.0
2025-02-25 23:05:22 +0100,86.0
2025-02-25 23:53:15 +0100,105.0
2025-02-25 23:53:16 +0100,103.0
2025-02-25 23:53:22 +0100,103.0
2025-02-25 23:53:26 +0100,103.0
2025-02-25 23:53:32 +0100,103.0
2025-02-25 23:53:39 +0100,104.0
2025-02-25 23:53:41 +0100,104.0
2025-02-25 23:53:50 +0100,104.0
2025-02-25 23:53:53 +0100,104.0
2025-02-25 23:53:56 +0100,105.0
2025-02-25 23:54:05 +0100,103.0
2025-02-25 23:54:07 +0100,104.0
2025-02-25 23:54:15 +0100,104.0
2025-02-25 23:54:16 +0100,103.0
2025-02-25 23:54:25 +0100,101.0
2025-02-25 23:54:30 +0100,101.0
2025-02-25 23:54:31 +0100,102.0
2025-02-25 23:54:38 +0100,104.0
2025-02-25 23:54:45 +0100,105.0
2025-02-25 23:54:49 +0100,104.0
2025-02-25 23:54:55 +0100,105.0
2025-02-25 23:54:56 +0100,104.0
2025-02-25 23:55:05 +0100,101.0
2025-02-25 23:55:10 +0100,101.0
2025-02-25 23:55:11 +0100,102.0
2025-02-25 23:55:20 +0100,101.0
2025-02-25 23:55:22 +0100,102.0
2025-02-25 23:55:30 +0100,102.0
2025-02-25 23:55:35 +0100,100.0
2025-02-25 23:55:39 +0100,100.0
2025-02-25 23:55:41 +0100,101.0
2025-02-25 23:55:47 +0100,96.0
2025-02-25 23:55:51 +0100,101.0
2025-02-25 23:56:00 +0100,102.0
2025-02-25 23:56:05 +0100,105.0
2025-02-25 23:56:06 +0100,105.0
2025-02-25 23:58:30 +0100,97.0
2025-02-25 23:58:35 +0100,97.0
2025-02-25 23:58:37 +0100,96.0
2025-02-25 23:58:43 +0100,101.0
2025-02-25 23:58:46 +0100,102.0
2025-02-25 23:58:55 +0100,95.0
2025-02-25 23:58:59 +0100,102.0
2025-02-25 23:59:02 +0100,98.0
2025-02-25 23:59:10 +0100,95.0
2025-02-25 23:59:11 +0100,94.0
2025-02-25 23:59:20 +0100,99.0
2025-02-25 23:59:22 +0100,102.0
2025-02-25 23:59:30 +0100,104.0
2025-02-25 23:59:31 +0100,103.0
2025-02-25 23:59:40 +0100,98.0
2025-02-25 23:59:45 +0100,98.0
2025-02-25 23:59:48 +0100,102.0
2025-02-25 23:59:55 +0100,103.0
2025-02-25 23:59:56 +0100,104.0
2025-02-26 00:03:15 +0100,87.0
2025-02-26 00:12:16 +0100,102.0
2025-02-26 00:12:22 +0100,100.0
2025-02-26 00:12:23 +0100,99.0
2025-02-26 00:12:32 +0100,98.0
2025-02-26 00:12:33 +0100,99.0
2025-02-26 00:12:42 +0100,108.0
2025-02-26 00:12:47 +0100,111.0
2025-02-26 00:12:48 +0100,112.0
2025-02-26 00:13:42 +0100,110.0
2025-02-26 00:13:44 +0100,107.0
2025-02-26 00:13:52 +0100,106.0
2025-02-26 00:13:53 +0100,105.0
2025-02-26 00:13:59 +0100,104.0
2025-02-26 00:14:12 +0100,103.0
2025-02-26 00:14:15 +0100,102.0
2025-02-26 00:14:20 +0100,104.0
2025-02-26 00:14:24 +0100,104.0
2025-02-26 00:14:29 +0100,106.0
2025-02-26 00:14:37 +0100,104.0
2025-02-26 00:14:38 +0100,104.0
2025-02-26 00:14:45 +0100,102.0
2025-02-26 00:14:48 +0100,102.0
2025-02-26 00:14:53 +0100,102.0
2025-02-26 00:15:00 +0100,103.0
2025-02-26 00:15:05 +0100,101.0
2025-02-26 00:08:14 +0100,63.0
2025-02-26 00:18:21 +0100,96.0
2025-02-26 00:18:28 +0100,93.0
2025-02-26 00:18:33 +0100,94.0
2025-02-26 00:18:38 +0100,94.0
2025-02-26 00:18:43 +0100,91.0
2025-02-26 00:18:44 +0100,90.0
2025-02-26 00:18:50 +0100,94.0
2025-02-26 00:18:58 +0100,91.0
2025-02-26 00:19:03 +0100,91.0
2025-02-26 00:19:06 +0100,90.0
2025-02-26 00:19:09 +0100,91.0
2025-02-26 00:19:18 +0100,89.0
2025-02-26 00:19:23 +0100,91.0
2025-02-26 00:19:27 +0100,89.0
2025-02-26 00:19:31 +0100,88.0
2025-02-26 00:19:35 +0100,90.0
2025-02-26 00:19:39 +0100,89.0
2025-02-26 00:19:48 +0100,84.0
2025-02-26 00:19:53 +0100,90.0
2025-02-26 00:21:11 +0100,84.0
2025-02-26 00:22:58 +0100,103.0
2025-02-26 00:23:02 +0100,103.0
2025-02-26 00:23:05 +0100,101.0
2025-02-26 00:23:10 +0100,99.0
2025-02-26 00:23:17 +0100,102.0
2025-02-26 00:23:23 +0100,103.0
2025-02-26 00:23:25 +0100,103.0
2025-02-26 00:26:31 +0100,120.0
2025-02-26 00:26:46 +0100,131.0
2025-02-26 00:26:53 +0100,133.0
2025-02-26 00:26:59 +0100,132.0
2025-02-26 00:27:02 +0100,133.0
2025-02-26 00:27:05 +0100,134.0
2025-02-26 00:27:14 +0100,133.0
2025-02-26 00:27:19 +0100,135.0
2025-02-26 00:27:20 +0100,134.0
2025-02-26 00:31:34 +0100,99.0
2025-02-26 00:31:37 +0100,104.0
2025-02-26 00:31:44 +0100,107.0
2025-02-26 00:31:48 +0100,109.0
2025-02-26 00:31:54 +0100,107.0
2025-02-26 00:31:57 +0100,107.0
2025-02-26 00:32:01 +0100,109.0
2025-02-26 00:32:09 +0100,105.0
2025-02-26 00:32:10 +0100,105.0
2025-02-26 00:32:17 +0100,107.0
2025-02-26 00:32:20 +0100,104.0
2025-02-26 00:32:29 +0100,105.0
2025-02-26 00:32:30 +0100,105.0
2025-02-26 00:32:38 +0100,106.0
2025-02-26 00:32:42 +0100,107.0
2025-02-26 00:32:49 +0100,106.0
2025-02-26 00:32:53 +0100,105.0
2025-02-26 00:32:59 +0100,103.0
2025-02-26 00:33:00 +0100,104.0
2025-02-26 00:33:05 +0100,107.0
2025-02-26 00:33:14 +0100,107.0
2025-02-26 00:33:18 +0100,106.0
2025-02-26 00:33:22 +0100,106.0
2025-02-26 00:33:26 +0100,106.0
2025-02-26 00:33:30 +0100,108.0
2025-02-26 00:33:38 +0100,106.0
2025-02-26 00:33:41 +0100,106.0
2025-02-26 00:33:45 +0100,109.0
2025-02-26 00:33:53 +0100,107.0
2025-02-26 00:33:58 +0100,104.0
2025-02-26 00:34:02 +0100,108.0
2025-02-26 00:34:08 +0100,104.0
2025-02-26 00:34:10 +0100,106.0
2025-02-26 00:34:16 +0100,108.0
2025-02-26 00:34:24 +0100,106.0
2025-02-26 00:34:28 +0100,107.0
2025-02-26 00:34:30 +0100,107.0
2025-02-26 00:34:38 +0100,111.0
2025-02-26 00:34:41 +0100,110.0
2025-02-26 00:34:48 +0100,111.0
2025-02-26 00:34:52 +0100,108.0
2025-02-26 00:34:59 +0100,105.0
2025-02-26 00:35:04 +0100,108.0
2025-02-26 00:35:07 +0100,107.0
2025-02-26 00:35:10 +0100,106.0
2025-02-26 00:35:19 +0100,109.0
2025-02-26 00:35:20 +0100,109.0
2025-02-26 00:35:26 +0100,109.0
2025-02-26 00:35:32 +0100,107.0
2025-02-26 00:35:39 +0100,107.0
2025-02-26 00:35:40 +0100,107.0
2025-02-26 00:35:49 +0100,106.0
2025-02-26 00:35:54 +0100,108.0
2025-02-26 00:35:55 +0100,109.0
2025-02-26 00:36:03 +0100,107.0
2025-02-26 00:36:05 +0100,107.0
2025-02-26 00:36:10 +0100,108.0
2025-02-26 00:36:15 +0100,106.0
2025-02-26 00:36:24 +0100,108.0
2025-02-26 00:36:26 +0100,108.0
2025-02-26 00:36:34 +0100,104.0
2025-02-26 00:36:38 +0100,103.0
2025-02-26 00:36:43 +0100,105.0
2025-02-26 00:36:45 +0100,104.0
2025-02-26 00:36:50 +0100,105.0
2025-02-26 00:36:59 +0100,102.0
2025-02-26 00:37:04 +0100,106.0
2025-02-26 00:37:09 +0100,105.0
2025-02-26 00:37:10 +0100,105.0
2025-02-26 00:37:15 +0100,97.0
2025-02-26 00:37:24 +0100,92.0
2025-02-26 00:37:27 +0100,90.0
2025-02-26 00:37:34 +0100,96.0
2025-02-26 00:37:36 +0100,97.0
2025-02-26 00:37:40 +0100,103.0
2025-02-26 00:37:49 +0100,102.0
2025-02-26 00:37:52 +0100,101.0
2025-02-26 00:37:55 +0100,101.0
2025-02-26 00:38:02 +0100,98.0
2025-02-26 00:38:09 +0100,95.0
2025-02-26 00:38:12 +0100,102.0
2025-02-26 00:38:19 +0100,106.0
2025-02-26 00:38:22 +0100,108.0
2025-02-26 00:38:27 +0100,110.0
2025-02-26 00:38:34 +0100,106.0
2025-02-26 00:38:37 +0100,109.0
2025-02-26 00:38:44 +0100,104.0
2025-02-26 00:38:45 +0100,104.0
2025-02-26 00:38:50 +0100,107.0
2025-02-26 00:38:55 +0100,102.0
2025-02-26 00:39:00 +0100,102.0
2025-02-26 00:39:05 +0100,101.0
2025-02-26 00:39:20 +0100,100.0
2025-02-26 00:39:25 +0100,95.0
2025-02-26 00:39:30 +0100,91.0
2025-02-26 00:39:35 +0100,89.0
2025-02-26 07:07:35 +0100,61.0
2025-02-26 07:09:12 +0100,71.0
2025-02-26 07:17:30 +0100,62.0
2025-02-26 07:23:22 +0100,115.0
2025-02-26 07:23:24 +0100,115.0
2025-02-26 07:23:29 +0100,116.0
2025-02-26 07:23:34 +0100,117.0
2025-02-26 07:23:43 +0100,114.0
2025-02-26 07:23:52 +0100,118.0
2025-02-26 07:23:57 +0100,114.0
2025-02-26 07:24:02 +0100,112.0
2025-02-26 07:24:06 +0100,112.0
2025-02-26 07:24:09 +0100,111.0
2025-02-26 07:18:59 +0100,73.0
2025-02-26 07:28:09 +0100,97.0
2025-02-26 07:28:11 +0100,96.0
2025-02-26 07:28:19 +0100,100.0
2025-02-26 07:28:24 +0100,100.0
2025-02-26 07:28:27 +0100,100.0
2025-02-26 07:28:33 +0100,99.0
2025-02-26 07:28:39 +0100,99.0
2025-02-26 07:28:40 +0100,98.0
2025-02-26 07:28:48 +0100,91.0
2025-02-26 07:28:53 +0100,88.0
2025-02-26 07:28:58 +0100,87.0
2025-02-26 07:31:44 +0100,67.0
2025-02-26 07:37:32 +0100,100.0
2025-02-26 07:40:14 +0100,59.0
2025-02-26 07:45:45 +0100,83.0
2025-02-26 07:52:18 +0100,85.0
2025-02-26 07:56:57 +0100,88.2907
2025-02-26 07:58:41 +0100,88.0
2025-02-26 08:00:17 +0100,79.0
2025-02-26 08:04:21 +0100,75.0
2025-02-26 08:09:17 +0100,62.0
2025-02-26 08:14:57 +0100,74.0
2025-02-26 08:19:55 +0100,73.0
2025-02-26 08:26:37 +0100,60.0
2025-02-26 08:33:15 +0100,74.0
2025-02-26 08:37:26 +0100,75.0
2025-02-26 08:41:30 +0100,61.0
2025-02-26 08:45:35 +0100,56.0
2025-02-26 08:51:35 +0100,63.0
2025-02-26 08:58:16 +0100,47.0
2025-02-26 08:59:50 +0100,63.0
2025-02-26 09:07:24 +0100,94.0
2025-02-26 09:07:29 +0100,88.0
2025-02-26 09:07:34 +0100,86.0
2025-02-26 09:07:39 +0100,91.0
2025-02-26 09:07:40 +0100,92.0
2025-02-26 09:07:49 +0100,84.0
2025-02-26 09:08:43 +0100,63.0
2025-02-26 09:13:40 +0100,75.0
2025-02-26 09:15:16 +0100,81.7457
2025-02-26 09:14:55 +0100,81.0
2025-02-26 09:58:41 +0100,72.0
2025-02-26 10:01:26 +0100,65.0
2025-02-26 10:07:58 +0100,67.0
2025-02-26 10:11:43 +0100,72.0
2025-02-26 10:14:32 +0100,61.0
2025-02-26 10:23:25 +0100,71.0
2025-02-26 10:26:30 +0100,60.0
2025-02-26 10:28:58 +0100,87.0
2025-02-26 10:41:21 +0100,96.0
2025-02-26 10:43:36 +0100,136.0
2025-02-26 10:46:00 +0100,141.0
2025-02-26 10:33:55 +0100,58.0
2025-02-26 10:47:41 +0100,118.0
2025-02-26 10:47:46 +0100,117.0
2025-02-26 10:47:47 +0100,116.0
2025-02-26 10:47:55 +0100,115.0
2025-02-26 10:47:59 +0100,119.0
2025-02-26 10:48:06 +0100,118.0
2025-02-26 10:48:08 +0100,120.0
2025-02-26 10:48:14 +0100,119.0
2025-02-26 10:48:17 +0100,120.0
2025-02-26 10:48:22 +0100,124.0
2025-02-26 10:48:29 +0100,122.0
2025-02-26 10:48:35 +0100,122.0
2025-02-26 10:48:37 +0100,120.0
2025-02-26 10:48:44 +0100,122.0
2025-02-26 10:48:48 +0100,121.0
2025-02-26 10:48:55 +0100,118.0
2025-02-26 10:48:58 +0100,119.0
2025-02-26 10:49:10 +0100,114.0
2025-02-26 10:49:16 +0100,122.0
2025-02-26 10:49:17 +0100,122.0
2025-02-26 10:49:26 +0100,132.0
2025-02-26 10:49:30 +0100,132.0
2025-02-26 10:49:32 +0100,130.0
2025-02-26 10:49:41 +0100,133.0
2025-02-26 10:49:46 +0100,133.0
2025-02-26 10:49:47 +0100,132.0
2025-02-26 10:49:52 +0100,128.0
2025-02-26 10:50:01 +0100,125.0
2025-02-26 10:50:04 +0100,125.0
2025-02-26 10:50:07 +0100,120.0
2025-02-26 10:50:14 +0100,106.0
2025-02-26 10:50:21 +0100,97.0
2025-02-26 10:50:23 +0100,102.0
2025-02-26 10:50:27 +0100,103.0
2025-02-26 10:50:36 +0100,103.0
2025-02-26 10:50:37 +0100,102.0
2025-02-26 10:50:46 +0100,112.0
2025-02-26 10:50:47 +0100,112.0
2025-02-26 10:50:56 +0100,113.0
2025-02-26 10:50:59 +0100,111.0
2025-02-26 10:51:05 +0100,106.0
2025-02-26 10:51:07 +0100,107.0
2025-02-26 10:51:12 +0100,107.0
2025-02-26 10:52:12 +0100,75.0
2025-02-26 10:56:13 +0100,72.0
2025-02-26 11:02:12 +0100,70.2074
2025-02-26 11:02:26 +0100,70.0
2025-02-26 11:04:17 +0100,70.0
2025-02-26 11:09:32 +0100,74.0
2025-02-26 11:14:17 +0100,70.0
2025-02-26 11:21:45 +0100,73.0
2025-02-26 11:26:53 +0100,68.0
2025-02-26 11:30:47 +0100,65.0
2025-02-26 11:34:32 +0100,70.0
2025-02-26 11:42:20 +0100,58.0
2025-02-26 11:45:06 +0100,61.0
2025-02-26 11:52:08 +0100,72.0
2025-02-26 11:57:41 +0100,71.0
2025-02-26 11:58:58 +0100,70.0
2025-02-26 12:04:43 +0100,66.0
2025-02-26 12:11:42 +0100,69.0
2025-02-26 12:14:49 +0100,61.0
2025-02-26 12:28:24 +0100,85.0
2025-02-26 12:32:04 +0100,66.0
2025-02-26 12:38:16 +0100,73.0
2025-02-26 12:40:34 +0100,75.0
2025-02-26 12:50:49 +0100,103.0
2025-02-26 12:50:51 +0100,99.0
2025-02-26 12:51:00 +0100,94.0
2025-02-26 12:51:05 +0100,95.0
2025-02-26 12:51:09 +0100,97.0
2025-02-26 12:51:15 +0100,95.0
2025-02-26 12:51:20 +0100,92.0
2025-02-26 12:51:24 +0100,92.0
2025-02-26 12:51:30 +0100,101.0
2025-02-26 12:51:33 +0100,105.0
2025-02-26 12:51:40 +0100,103.0
2025-02-26 12:51:42 +0100,102.0
2025-02-26 12:51:48 +0100,103.0
2025-02-26 12:51:51 +0100,101.0
